latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
54.54285,22.17859,334.32,0.55,0.43,2022-03-10,1138,1,VIIRS,n,2.0NRT,270.68,4.31,D
54.49349,21.76991,342.2,0.53,0.42,2022-03-10,1138,1,VIIRS,n,2.0NRT,280.18,6.91,D
52.586890000000004,31.536859999999997,327.62,0.42,0.61,2022-03-10,1138,1,VIIRS,n,2.0NRT,276.57,4.76,D
53.09171,31.58062,351.91,0.43,0.62,2022-03-10,1138,1,VIIRS,n,2.0NRT,274.23,7.88,D
53.091609999999996,31.57405,342.08,0.43,0.62,2022-03-10,1138,1,VIIRS,n,2.0NRT,275.56,7.29,D
54.35349,21.46568,330.26,0.52,0.42,2022-03-10,1138,1,VIIRS,n,2.0NRT,279.07,3.17,D
54.43306,21.88712,327.76,0.54,0.42,2022-03-10,1138,1,VIIRS,n,2.0NRT,277.46,6.32,D
54.41404,21.38352,328.18,0.52,0.41,2022-03-10,1138,1,VIIRS,n,2.0NRT,278.76,2.77,D
54.417840000000005,21.3825,343.45,0.52,0.41,2022-03-10,1138,1,VIIRS,n,2.0NRT,281.58,16.77,D
54.8722,22.64293,328.65,0.39,0.44,2022-03-10,1138,1,VIIRS,n,2.0NRT,278.56,4.32,D
54.83493000000001,21.93862,332.56,0.55,0.42,2022-03-10,1138,1,VIIRS,n,2.0NRT,278.04,4.19,D
54.83651,21.86864,328.39,0.54,0.42,2022-03-10,1138,1,VIIRS,n,2.0NRT,277.44,4.75,D
54.83635,21.869229999999998,325.01,0.54,0.42,2022-03-10,1138,1,VIIRS,n,2.0NRT,276.46,2.25,D
54.832069999999995,21.3429,346.15,0.52,0.42,2022-03-10,1138,1,VIIRS,n,2.0NRT,282.55,21.12,D
54.94028,22.05237,331.35,0.55,0.43,2022-03-10,1138,1,VIIRS,n,2.0NRT,278.49,4.36,D
54.75201,20.00834,344.22,0.47,0.4,2022-03-10,1138,1,VIIRS,n,2.0NRT,280.82,10.15,D
54.9661,22.07219,330.38,0.55,0.43,2022-03-10,1138,1,VIIRS,n,2.0NRT,277.66,3.43,D
54.76054,19.982879999999998,334.14,0.47,0.4,2022-03-10,1138,1,VIIRS,n,2.0NRT,284.45,20.55,D
54.75975,19.975579999999997,330.75,0.47,0.4,2022-03-10,1138,1,VIIRS,n,2.0NRT,279.05,8.05,D
54.76361,19.98214,333.77,0.47,0.4,2022-03-10,1138,1,VIIRS,n,2.0NRT,281.61,15.95,D
54.99231999999999,22.156270000000003,325.46,0.56,0.43,2022-03-10,1138,1,VIIRS,n,2.0NRT,277.95,6.95,D
54.791509999999995,20.03418,328.62,0.48,0.4,2022-03-10,1138,1,VIIRS,n,2.0NRT,279.3,8.5,D
54.79073,20.026770000000003,348.87,0.47,0.4,2022-03-10,1138,1,VIIRS,n,2.0NRT,283.01,8.5,D
54.99626,22.15527,341.31,0.56,0.43,2022-03-10,1138,1,VIIRS,n,2.0NRT,279.82,6.95,D
55.01947,22.00671,343.21,0.55,0.43,2022-03-10,1138,1,VIIRS,n,2.0NRT,278.05,13.22,D
55.061209999999996,22.30101,332.79,0.57,0.43,2022-03-10,1138,1,VIIRS,n,2.0NRT,277.54,4.87,D
55.06045,22.29213,352.58,0.57,0.43,2022-03-10,1138,1,VIIRS,n,2.0NRT,283.09,23.9,D
55.11666999999999,21.50217,347.72,0.53,0.42,2022-03-10,1138,1,VIIRS,n,2.0NRT,280.5,9.93,D
55.11589,21.49382,326.66,0.53,0.42,2022-03-10,1138,1,VIIRS,n,2.0NRT,276.83,2.79,D
55.119730000000004,21.49277,344.25,0.53,0.42,2022-03-10,1138,1,VIIRS,n,2.0NRT,290.29,60.26,D
55.13547,21.39425,340.48,0.53,0.42,2022-03-10,1138,1,VIIRS,n,2.0NRT,279.07,5.35,D
